GSM15785.cel.gz	GSM15786.cel.gz	GSM15787.cel.gz	GSM15788.cel.gz	GSM15789.cel.gz	GSM15790.cel.gz	GSM15791.cel.gz	GSM15792.cel.gz	GSM15794.cel.gz	GSM15795.cel.gz
212959_s_at	0.56716079	0.26989796	0.56376805	0.45979286	0.43826649	0.61494083	0.47399592	0.35408253	0.64380113	0.4580342
212960_at	0.00334274	0.11706383	0.05991929	0.02584333	0.06068635	0.06990921	0.09891807	0.10975442	0.06881305	0.04753952
212961_x_at	0.88773	0.79375891	0.89591675	0.64257443	0.79801543	0.95188999	0.77953292	0.74916175	0.88719604	0.72057312
212962_at	0.24885828	0.40416157	0.20619073	0.1158182	0.23272006	0.34225323	0.32186156	0.21896473	0.28675164	0.27582013
212963_at	-0.08380785	-0.13533865	0.0032196	-0.10298874	-0.11978929	-0.0112055	-0.09870194	-0.10499891	-0.09715146	-0.06407447
212964_at	0.56523115	0.22360237	0.53643012	0.46619462	0.45973835	0.56135998	0.46376252	0.26242797	0.6174292	0.43332775
212965_at	0.09616306	0.07445914	0.0680081	0.02634194	0.01592667	0.06410816	0.06439047	0.01834928	0.14490349	0.10747741
212966_at	0.26462557	0.155379	0.3197412	0.15182508	0.17169347	0.40624595	0.24097298	0.15112969	0.40038666	0.23617443
212967_x_at	2.70950261	2.78174645	2.60315798	2.93035766	2.85534358	2.54943613	2.82505326	2.79808714	2.73735942	2.75137589
212968_at	0.44023561	0.28350607	0.38310511	0.31547492	0.32453754	0.47309933	0.38826678	0.25061735	0.42792883	0.40911629
212969_x_at	0.4268479	0.08963662	0.29118508	0.21680524	0.22532717	0.29196472	0.20153774	0.05752657	0.30917766	0.20690349
212970_at	0.48603321	0.34733114	0.41211511	0.3719611	0.3617992	0.4791055	0.37897938	0.29954781	0.39909601	0.37086498
212971_at	1.87291156	1.77285623	1.831163	1.88725308	1.56298221	1.94930571	2.06275648	2.0148981	2.19529433	1.84148495
212972_x_at	0.16151373	0.0534283	0.14010148	0.10079782	0.17105392	0.23180738	0.14614969	0.03671452	0.20082692	0.08758243
212973_at	1.45966616	1.34696864	1.45244292	1.37855622	1.37388352	1.47140778	1.40907693	1.29130398	1.45081587	1.367223
212974_at	-0.21902332	-0.19754758	-0.22967607	-0.25359692	-0.25645281	-0.17261932	-0.25836372	-0.24480427	-0.17594985	-0.2666206
212975_at	0.2192767	0.09224441	0.19271913	0.13643821	0.07241264	0.20461091	0.08546947	0.12934092	0.20978929	0.16319932
212976_at	0.0539908	0.03701248	0.08551081	0.00438611	0.07392787	0.1298365	0.03322683	0.00361198	0.17158498	0.04416001
212977_at	-0.30328114	-0.28254395	-0.32294739	-0.33616086	-0.35112877	-0.28280838	-0.32590813	-0.28096492	-0.33240989	-0.31651051
212978_at	0.99165465	0.71628802	1.01075231	0.74238219	0.87255494	0.91131106	0.81119494	0.58244488	1.07270376	0.78024519
212979_s_at	0.0132204	-0.0235446	0.08124216	0.02563887	-0.04079292	0.13336068	-0.01845083	-0.04288669	0.15373073	-0.07659684
212980_at	0.11013037	-0.04887902	0.00215182	-0.0474775	-0.01509092	0.07357153	-0.03453319	-0.07997866	0.17503638	0.04937762
212981_s_at	0.0763018	0.06761084	0.05866971	-0.01261635	-0.08542136	0.1825334	0.07830463	0.07344289	0.16392596	-0.00652026
212982_at	0.72220484	0.63534952	0.7972309	0.52955065	0.67759463	0.87444652	0.62972134	0.4868603	0.79355006	0.57129726
212983_at	0.97165642	0.90913449	0.90362588	0.76965692	0.76236637	1.14252803	0.94798304	0.75176844	1.05875893	0.84205091
212984_at	0.72437096	0.73259101	0.73199273	0.60241185	0.54351029	0.837589	0.7441087	0.66136566	0.83416482	0.65027476
212985_at	0.77597968	0.55462926	0.72878448	0.6300227	0.69354005	0.80585024	0.61173656	0.50849854	0.75424833	0.60555199
212986_s_at	0.34459611	0.49065637	0.54012755	0.22454706	0.47972475	0.60593493	0.4546297	0.28188706	0.60628528	0.31606875
212987_at	1.40268497	1.11124824	1.38886351	1.25191008	1.25824354	1.28673772	1.25960489	1.15252304	1.42978279	1.27390678
212988_x_at	3.43181873	3.6705911	3.50574607	4.07236207	3.78543177	3.10982539	3.65880739	3.7977614	3.36693665	3.90822438
212989_at	0.12874904	0.17798299	0.17316841	0.05612782	0.11456602	0.29403308	0.20693172	0.08781964	0.34625309	0.11533691
212990_at	0.20153727	0.0868077	0.27595812	0.13555897	0.15147732	0.27428702	0.12659448	0.05340617	0.28623074	0.10445461
212991_at	0.20071117	-0.00500449	0.14549061	0.05990163	0.06374889	0.06226731	0.00743358	0.03718238	0.02425729	0.04265947
212992_at	0.54378165	0.51460234	0.45336642	0.32310033	0.31924383	0.80917395	0.6315248	0.5747374	0.55530938	0.33118544
212993_at	0.46140571	0.23456573	0.49984033	0.25690275	0.31302488	0.52305953	0.26714542	0.16611346	0.436691	0.38726916
212994_at	1.32325833	1.10130877	1.23862482	1.25597951	1.13201525	1.30392263	1.24589922	1.12811661	1.32185679	1.16504724
212995_x_at	2.07189387	1.82150685	1.9273621	2.02398069	1.88163127	1.88583557	1.8479885	1.77370592	1.91696561	1.9292955
212996_s_at	0.58527419	0.29341823	0.44919106	0.43445768	0.38286977	0.57450883	0.43453159	0.33563788	0.54263882	0.41684203
212997_s_at	0.72043942	0.74318953	0.78095043	0.63663718	0.72064953	0.87513673	0.73740885	0.66896242	0.90194158	0.61238209
212998_x_at	-0.30740205	-0.34653144	-0.29594386	-0.32088145	-0.2618389	-0.31839261	-0.27568219	-0.32724467	-0.30084456	-0.29596049
212999_x_at	-0.1441406	-0.04327817	-0.13374129	-0.12302417	-0.10757685	-0.10403376	-0.09507265	-0.06728597	-0.16078609	-0.11572145
213000_at	0.47445544	0.40546474	0.59394035	0.40982006	0.4235788	0.5464031	0.44583635	0.44054664	0.56726662	0.43030421
213001_at	0.15178914	0.08842327	0.10984351	0.06860295	0.05686759	0.11411662	0.07333788	0.06319092	0.09571375	0.08832624
213002_at	1.01471722	0.76325127	0.97704588	0.97760858	0.73260785	1.0015071	0.83204084	0.90374412	0.92998825	0.91317841
213003_s_at	-0.13647462	-0.20504411	-0.15754616	-0.18477173	-0.19312233	-0.21907011	-0.23251416	-0.19461971	-0.25492633	-0.22144287
213004_at	-0.05502654	-0.12008324	-0.10495764	-0.13301793	-0.12674395	-0.0759568	-0.058354	-0.08823221	-0.04193211	-0.13676799
213005_s_at	0.95664962	0.72110688	1.01461483	0.82645262	0.92986348	0.88613763	0.7599552	0.71436313	0.84574859	0.90754685
213006_at	-0.24931489	-0.17377235	-0.23218977	-0.21202338	-0.1882459	-0.22000439	-0.19451142	-0.12668679	-0.22069978	-0.1981286
213007_at	1.46851203	1.5966463	1.37525761	1.34485362	1.32309048	1.58837069	1.56536217	1.56075721	1.69671886	1.28849194
213008_at	1.11930482	1.08428677	1.22192338	1.0916436	1.00986239	1.04666196	1.19907979	1.03404311	1.29903022	0.99276645
213009_s_at	1.2056206	1.14099364	1.2260883	1.07663637	1.15415362	1.27690769	1.09643508	1.064324	1.14327981	1.08430481
213010_at	0.70108653	0.43472037	0.58023762	0.56812583	0.5221543	0.56731572	0.35858759	0.47196824	0.55324339	0.6128397
213011_s_at	2.5941152	2.86972625	2.52807819	2.54661268	2.62029947	2.52417818	2.77699247	2.77089987	2.62755082	2.53961865
213012_at	1.34040506	1.46923777	1.42939065	1.08909975	1.44984574	1.59107764	1.4678859	1.36158799	1.51744161	1.22726424
213013_at	0.32481702	0.30161389	0.33712584	0.28064881	0.26638968	0.40637319	0.31413045	0.27170782	0.43370563	0.24379261
213014_at	-0.27173517	-0.23211048	-0.26766478	-0.23202303	-0.2198962	-0.228616	-0.27306373	-0.26551443	-0.24240559	-0.28479966
213015_at	0.92834391	0.87355254	0.97450394	0.9370195	0.84346935	1.17689455	1.02004362	0.99578739	1.13503075	0.77205336
213016_at	0.8550898	0.86242106	0.84287704	0.77467741	0.76579767	1.05840049	0.98608043	0.91384524	1.03771004	0.68466184
213017_at	0.49880157	0.49310514	0.48320437	0.4343238	0.44526141	0.54425548	0.52737836	0.48817553	0.52216856	0.38861848
213018_at	0.56021342	0.30944717	0.60738599	0.4196808	0.50825296	0.55676922	0.43089553	0.26647845	0.48265043	0.48748725
213019_at	1.03243403	0.99290069	1.110748	1.0208456	1.02058209	1.22730398	1.18088379	0.96540845	1.24886075	1.02967282
213020_at	0.31182284	0.14103519	0.33112647	0.15515113	0.23893974	0.3014843	0.22191639	0.12759391	0.33024619	0.15420266
213021_at	0.39621696	0.27840112	0.44870611	0.29974862	0.38666095	0.4806068	0.25339378	0.17340058	0.48746616	0.33199321
213022_s_at	-0.06614056	0.23112004	0.021941	-0.0550229	0.00512884	0.16309601	0.03939563	0.00167417	0.1230282	-0.05441313
213023_at	-0.18721579	0.07836835	-0.10101084	-0.11216568	-0.14952333	0.00849823	-0.0910721	-0.05727406	-0.07805011	-0.1373574
213024_at	0.12177133	0.06766952	0.25793748	0.07741846	0.19337384	0.24074383	0.07844787	0.08971986	0.24549652	0.11743448
213025_at	0.93271959	0.64785088	0.9181103	0.75401374	0.76949356	0.95069232	0.86870037	0.75177916	1.00496059	0.73194965
213026_at	1.07993571	1.25720371	1.20932455	1.26619938	1.22958722	1.2603983	1.32780905	1.15193852	1.26067137	1.23662548
213027_at	0.90535466	0.6522055	0.96129767	0.79960109	0.89609328	0.93901915	0.69911585	0.5859534	0.9036822	0.77302415
213028_at	0.64981009	0.61916783	0.58589559	0.53420125	0.52805006	0.72673943	0.66777509	0.58704117	0.66751018	0.57317739
213029_at	0.26310049	0.16025493	0.15316159	0.10524771	0.05353029	0.33481981	0.13563874	0.1127896	0.30675977	0.08575941
213030_s_at	0.47615875	0.04137879	0.41997674	0.23102793	0.35626673	0.21786867	0.08800591	0.04538978	0.22083751	0.34001613
213031_s_at	1.0597078	0.92358294	1.21903359	0.94666462	1.09973716	1.04027722	0.92568394	0.82393246	1.03753147	0.95584313
213032_at	0.06995655	0.01611881	-0.00964344	-0.03465872	-0.07226233	0.14915511	0.05856173	0.01974223	0.15154377	0.00644978
213033_s_at	-0.06216944	-0.05126927	-0.09001176	-0.11799894	-0.06845767	0.02701081	-0.08874606	-0.13868845	-0.00965708	-0.12599422
213034_at	0.70795724	0.58352852	0.55515422	0.50310311	0.48726369	0.75938119	0.65854658	0.56293407	0.73241754	0.48116328
213035_at	1.0995789	0.99584964	1.03084427	0.96488105	0.9607276	1.10357875	1.03701228	0.96975109	1.08302081	0.86014828
213036_x_at	0.32148488	0.24429568	0.32019009	0.19943064	0.18421524	0.30346985	0.21885581	0.26303035	0.26001446	0.21175085
213037_x_at	2.27248375	2.20294705	2.19267201	2.32499335	2.24957492	2.084263	2.30158562	2.2972656	2.25450352	2.2379903
213038_at	0.24069017	0.10197187	0.19243724	0.08620941	0.08212182	0.36769042	0.20631158	0.09891052	0.32111885	0.10678133
213039_at	1.2871306	1.2114179	1.24015632	1.23981687	1.18238261	1.25780118	1.16496263	1.15308818	1.08473212	1.24202647
213040_s_at	0.04909218	-0.08088272	-0.03405283	-0.05300436	-0.00497956	0.02938193	-0.07931103	-0.03996282	-0.01168491	-0.00921042
213041_s_at	1.69426249	1.43044556	1.33657871	1.28632351	1.40366192	1.55763359	1.48727071	1.3221524	1.57306963	1.34733249
213042_s_at	-0.30283071	-0.29913871	-0.29155184	-0.26772673	-0.3216831	-0.25869527	-0.29774094	-0.30804644	-0.28766419	-0.2702151
213043_s_at	0.75389372	0.65075894	0.58226782	0.41036899	0.51893148	0.82741531	0.63734815	0.53487357	0.72676831	0.450399
213044_at	1.53005372	1.60850701	1.65506489	1.51560964	1.60598099	1.57646814	1.64929152	1.39609429	1.59471086	1.54430888
213045_at	0.1559704	0.03051534	0.13653226	0.03617987	0.12187855	0.12509914	0.00157293	-0.0088747	0.04304752	0.06668636
213046_at	0.36018571	0.12271491	0.23684633	0.16493373	0.17589589	0.28537541	0.23091034	0.10353727	0.2545304	0.18415549
213047_x_at	2.38179546	2.78176974	2.70056443	2.40090754	2.68778976	2.62916298	2.64149944	2.68073308	2.58338777	2.56942691
213048_s_at	2.14914942	2.61031757	2.54912537	2.55800098	2.59304397	2.36689001	2.41480136	2.41086311	2.47632175	2.44458196
213049_at	0.46098092	0.35026381	0.39869477	0.25410968	0.3210078	0.52143619	0.40530483	0.28558169	0.59734452	0.30844217
213050_at	0.09662196	0.01349192	0.06599119	0.06938991	-0.00070747	0.1275395	0.0239602	-0.02771701	0.11354674	0.03915417
213051_at	1.12417276	0.88675826	1.01429702	0.99086958	0.92437664	1.24763991	1.15903847	1.0295009	1.25138955	0.96085823
213052_at	1.41808928	1.54130167	1.39868585	1.26687614	1.48017234	1.52705064	1.48652065	1.4627263	1.49197453	1.34943516
213053_at	0.42229291	0.18097028	0.36923081	0.28095482	0.24929639	0.43267062	0.26595103	0.21893151	0.38633184	0.22701705
213054_at	0.10310003	-0.04778771	0.05544514	0.02988945	0.06272866	0.10242972	0.02686452	-0.03352924	0.06123269	-0.00983752
213055_at	0.26557306	0.08126092	0.29539163	0.06294781	0.2075883	0.35370292	0.13271413	-0.00735229	0.27895236	0.16381126
213056_at	-0.15552965	-0.16221399	-0.14405418	-0.16785059	-0.14008276	-0.14464691	-0.15222894	-0.16887898	-0.12891341	-0.13916065
213057_at	0.37789045	0.20075993	0.33599853	0.21225112	0.25848485	0.3954426	0.22106366	0.11037208	0.34056024	0.19137643
213058_at	0.29268726	0.15652879	0.25733806	0.19166029	0.19575149	0.32506559	0.22565412	0.21232297	0.23937498	0.19510521
213059_at	1.69266442	1.53549405	1.49281543	1.44243193	1.41129859	1.56672274	1.55534255	1.53476818	1.48932598	1.71874615
213060_s_at	-0.04123005	-0.0786575	-0.01182935	-0.08828256	-0.06265392	-0.02308928	-0.0421061	-0.0463963	-0.01163065	-0.07935901
213061_s_at	0.5697957	0.7896824	0.52926528	0.39726687	0.46958381	0.86190764	0.7549597	0.68674792	0.78543061	0.50075874
213062_at	0.7682824	0.75178702	0.63605884	0.65919665	0.49625542	0.92870841	0.88568756	0.7112346	0.91049652	0.58691942
213063_at	0.95389859	0.9457414	1.02506099	0.88858383	0.94441466	1.10296109	0.9688591	0.80953954	1.17836699	0.77949965
213064_at	1.28404341	1.44748822	1.36690854	1.25519756	1.2748994	1.4921501	1.43978172	0.95156182	1.49241168	1.18462594
213065_at	0.73409196	0.66880974	0.78023744	0.63829283	0.72991673	0.86829961	0.65099712	0.60182264	0.81676278	0.67366955
213066_at	0.68497372	0.50387018	0.61834235	0.56763464	0.5825822	0.55759433	0.54486901	0.54324928	0.5575309	0.59120428
213067_at	1.3869341	1.062101	1.29859878	1.07467179	1.13894065	1.27697862	0.96135546	0.77927165	1.34913699	1.00523017
213068_at	-0.09017287	-0.15308335	-0.07728631	-0.06555662	-0.08467266	-0.09368578	-0.09347768	-0.18162382	-0.05926376	-0.08655182
213069_at	1.12571481	1.16210425	1.22878131	0.96334794	1.04289224	1.2300011	1.0319192	1.01808718	1.15832082	0.98889705
213070_at	1.46724468	1.34767488	1.54987389	1.09837187	1.27481988	1.56432706	1.24261482	1.23643281	1.50851472	1.10191396
213071_at	-0.21350903	-0.27739104	-0.26794609	-0.26636183	-0.27154591	-0.25788689	-0.24675954	-0.27119036	-0.23054606	-0.26449047
213072_at	0.03670014	-0.1054463	0.04192583	-0.07273153	-0.07337371	0.0302462	-0.07027421	-0.10283763	0.01139671	-0.1232355
213073_at	0.55189162	0.38173926	0.40181734	0.38185744	0.36036512	0.61058954	0.46631202	0.43219904	0.45593993	0.28736894
213074_at	1.24645196	0.98440061	1.12882798	0.99688382	1.16940635	1.35422745	1.16122475	1.081104	1.37142698	0.94872691
213075_at	0.62309824	0.26479546	0.60747431	0.37371315	0.42544537	0.39495676	0.24918644	0.25562571	0.2497552	0.49541063
213076_at	0.09552987	0.00861129	0.03569555	-0.00834005	0.00962124	-0.00717962	0.08639444	0.03092672	0.03516973	0.02077732
213077_at	0.7580356	0.86513722	0.81350837	0.59111709	0.77231727	1.05671041	0.80668462	0.79778496	0.91094869	0.63468313
213078_x_at	0.19325201	0.14047578	0.10534385	-0.00563004	0.12847268	0.27788026	0.12304424	0.04768789	0.19319636	0.07903953
213079_at	0.83940071	0.84104304	0.83265008	0.7618453	0.79388668	0.96392119	0.85884627	0.81269673	0.95282598	0.88686877
213080_x_at	3.33224163	3.32263315	3.27409113	3.87852894	3.44342031	2.96534957	3.41602129	3.5358759	3.188542	3.64290595
213081_at	0.33168622	0.22142519	0.21077676	0.15833785	0.18828199	0.45843096	0.34604375	0.22497747	0.38137369	0.17594611
213082_s_at	0.07408947	0.09908076	0.14700333	0.03977966	0.08878565	0.28606209	0.15460347	0.09765674	0.30462573	0.08647104
213083_at	0.37745004	0.35329181	0.36751509	0.30965408	0.30400321	0.57572084	0.48959948	0.43552103	0.63319474	0.29012749
213084_x_at	3.54787366	3.7447221	3.49405765	3.97742949	3.75268126	3.08281975	3.59465687	3.91578308	3.32852258	3.83450445
213085_s_at	0.68487212	0.37296335	0.62674676	0.5653989	0.57827949	0.61879305	0.47538382	0.39135837	0.57491566	0.526811
213086_s_at	1.77212392	1.85211106	1.96161919	1.92355567	1.88336697	1.86585622	1.96135792	1.82131672	2.03735816	1.87451884
213087_s_at	0.00853456	-0.03513269	0.08104219	-0.02823918	0.04217734	0.07470505	-0.02294107	-0.03795026	0.15935396	-0.1059368
213088_s_at	1.83990815	1.81333902	1.9134466	1.78549824	1.76108443	1.83944514	1.89465805	1.80631197	1.90572069	1.83436492
213089_at	0.24067087	0.0088083	0.15882301	0.11329676	0.16922238	0.15750304	0.09276344	0.07064942	0.22140065	0.11067772
213090_s_at	0.66988964	0.67452788	0.61260693	0.36334975	0.56452924	0.81462586	0.64239859	0.48432316	0.86320917	0.47356155
213091_at	0.33970094	0.28169795	0.32160421	0.27580644	0.28607488	0.37092927	0.29874531	0.24761026	0.26226435	0.31859429
213092_x_at	1.00404368	0.88444104	1.004226	0.89490468	0.8798179	1.01462881	0.89743732	0.76486883	1.10470374	0.75540982
213093_at	0.82604794	0.77029255	0.75445341	0.68014798	0.68610917	0.93024277	0.80184682	0.65107096	0.87455242	0.69197377
213094_at	1.10601699	0.98553893	1.18897937	0.9908045	1.17253609	1.07815431	0.90372364	0.80252935	0.99408	1.07750747
213095_x_at	0.11861783	0.1390661	0.12003223	0.07076939	0.08015447	0.16903848	0.13821885	0.20602751	0.13799629	0.05509577
213096_at	0.03959504	0.02864446	0.00895713	0.06880862	0.10181445	0.08485894	0.06121739	0.09856205	0.04507882	0.07750065
213097_s_at	1.94494382	1.72659564	1.88955087	1.9679617	2.02508001	1.81831002	1.81308836	1.66812186	1.93465687	1.80724596
213098_at	0.35413011	0.30671846	0.34327098	0.310299	0.29990697	0.4312099	0.2791128	0.22720181	0.43922806	0.28435161
213099_at	0.45765187	0.43835965	0.45115385	0.31851683	0.34226566	0.54094634	0.45870596	0.37300688	0.48085073	0.3263084
213100_at	-0.11096161	-0.14331489	-0.18811524	-0.14989795	-0.18288143	-0.17049391	-0.10425309	-0.02450782	-0.16917644	-0.1157208
213101_s_at	2.90808177	2.96472061	2.97740652	3.17360816	3.03843773	2.59240619	2.96354401	2.95391715	2.78715634	3.07612826
213102_at	2.28090809	2.47611413	2.36305912	2.40873337	2.30569472	2.2444469	2.42379235	2.45938768	2.31939038	2.46981655
213103_at	0.52032647	0.45025597	0.6662378	0.48285716	0.50339856	0.6735106	0.50134402	0.48641068	0.61842073	0.53350625
213104_at	0.59800993	0.52654542	0.49891359	0.31502465	0.39575635	0.53486787	0.4642349	0.41968065	0.68450288	0.43103966
213105_s_at	1.01122561	0.74486963	0.85746805	0.96101788	0.75170203	0.92842734	0.87148848	0.76746269	0.92717606	0.88145539
213106_at	-0.09826356	-0.05356685	-0.10095367	-0.09555928	-0.11959337	-0.08465576	-0.07745695	0.00562691	-0.12185637	-0.08219149
213107_at	0.8557552	0.66226907	0.82640133	0.72341971	0.81535686	0.9304653	0.75680234	0.69387942	0.80777365	0.71943086
213108_at	0.16958301	0.1831407	0.19046651	0.16744735	0.18562934	0.2070545	0.14205662	0.19633595	0.17586897	0.14132696
213109_at	0.46892483	0.39501734	0.62117058	0.54648721	0.54505984	0.68490325	0.57819107	0.50068012	0.56022467	0.53913772
213110_s_at	0.03672535	0.12408289	0.01938498	0.04742646	0.13169879	0.03614055	0.04965663	0.16580665	0.00650213	0.08077452
213111_at	0.51223422	0.4141365	0.49007744	0.32402033	0.49367575	0.64314271	0.43708085	0.50383901	0.655207	0.34620789
213112_s_at	0.39104134	0.06771509	0.41331832	0.26835508	0.27708076	0.23192524	0.19499136	0.11626424	0.22581663	0.30475996
213113_s_at	1.78119826	1.500594	1.73774156	1.68622385	1.75499512	1.71118123	1.65347935	1.4271508	1.6225885	1.69849378
213114_at	-0.09346276	-0.08851428	-0.05233739	-0.08776939	-0.12338468	-0.01927663	-0.10834775	-0.00774984	-0.0005107	-0.13487572
213115_at	0.2991908	0.1966892	0.33335047	0.24716228	0.27125868	0.41153677	0.27568485	0.21175197	0.32185807	0.20898872
213116_at	0.29094168	0.14473888	0.25114715	0.16555305	0.23564519	0.29890116	0.2055392	0.18200398	0.30977297	0.12465193
213117_at	0.35222292	0.49779666	0.44632519	0.32288333	0.37321665	0.56615169	0.46788767	0.38861245	0.52232184	0.27718145
213118_at	0.52228814	0.43835943	0.64570342	0.4276495	0.41177777	0.6670289	0.5766957	0.4107998	0.64757837	0.4866238
213119_at	0.65948224	0.2724294	0.54426795	0.47914953	0.4493043	0.54997625	0.4397645	0.35006748	0.47149155	0.49690369
213120_at	-0.00216702	0.12208296	0.01606223	0.10745486	0.02090276	-0.01033181	0.08172608	0.14290251	0.03956735	0.06997762
213121_at	-0.24835426	-0.21151498	-0.27975573	-0.18393991	-0.25383232	-0.29283394	-0.19311533	-0.15056646	-0.25695032	-0.22012231
213122_at	0.00658477	0.06107908	0.03513379	0.00589535	0.00930531	-0.00746671	0.0260774	0.0374897	0.00901057	-0.02349182
213123_at	0.8447617	0.62699369	0.79395346	0.70288664	0.77191173	0.82581198	0.67854927	0.59814979	0.81048529	0.60491463
213124_at	0.44527074	0.17653914	0.36418596	0.18568601	0.29027943	0.32842214	0.18917261	0.11120816	0.36007873	0.21626133
